User	Recall_up	APLT_up
00fe0b0e23a347b90fe0fcd5ea03351c	1.0	0.4097712089721313
00feeb3952f562e06632057ecd880508	1.0	0.7492128872801638
00ff07d6da43dee10553c946072b84c5	1.0	0.2612745988199096
01001347e5bab7241212a0a6910260f8	1.0	0.7806314113788824
0102db8db2097cd4482ebc20b7b2d5be	1.0	0.6309958652499627
010526eab660c2d81dc4763ecc90e781	1.0	0.37911589282548064
010ced6ba2326717811dea2209f8b21b	1.0	0.6712030161970772
010d9d3ee61d8ba172197a5a33369097	1.0	0.9135761016925806
0110a199dc5638247be7a096898b1317	1.0	0.8392885004184152
01123b14590a1ac22fe172aab20129a3	1.0	0.62525671853568
0112f1272ed7ed5968d3feb0f3431158	1.0	0.6285522778507915
011317536f296c2502650e31e1d7d6e0	1.0	0.5956514907480631
011375c417e89f0c77c96e6335a4e185	1.0	0.9482088534639338
0118d9d0a565b11b7ff9edcaace80f75	1.0	0.7192425550440398
011b88cfc54443fda211190757510368	1.0	0.5206704399720211
0120b61139bff5571cb0d8520d988d40	1.0	0.6531900876906522
012244b7526b095ccd165f92e06ca0f4	1.0	0.7210400720406831
012a6ba453cd3b648e5e75b64a2ae14c	1.0	0.9760879257582216
01395525afb150e03704b2f7be70e29b	1.0	0.38478995920008163
013ef437e9e8f8c0968f952548165cc9	1.0	0.7990256007989079
01417cc1a3e78a0f84553ab6adbb337d	1.0	0.41700248669107953
0146ebbe8d86fc63ff256d4c6f96e088	1.0	0.747982572777828
014bafb43282fbb49eecaa466538fd1f	1.0	0.8572001826729572
01513f4c5488498d952a32a3337452d8	1.0	0.8003877796235715
0153fc6c1544418a2dc6e27155451de2	1.0	0.9751669021935623
01546af41b83c0b4141b11c19e8c35af	1.0	0.8004275777912336
015988b10cec9949eb29663fcac897f5	1.0	0.5955983551457541
015b058cd8c3cf8dfd54543036b2552a	1.0	0.9709249044261441
015faffa5d679d223ac360c7844f507a	1.0	0.7529146656669842
01617db4bbe09772d3ad93c9d2b124b1	1.0	0.6954287525687631
0163d7cbed017f77007e22d37510b21c	1.0	0.6169179075774175
0166004b962bc53d8fdf5db2a07a9505	1.0	0.769056661859203
01688299ca0cc563f46b92d52800402d	1.0	0.6063680413620778
016e4d567d080cb669998f32b4f42820	1.0	0.6336347002212395
017619f3daea3c2382652fc71cc3b3d7	1.0	0.5449559902113315
017794e8ac994e38a2244c2045f22670	1.0	0.05259856947972632
01779fa6427e7ef62f2c9c86d87417ee	1.0	0.8649248854888741
017b191eda3aa98eff33a8c7b11f6ffa	1.0	0.4292630219154359
017bcce20687ebc080a1818506573c86	1.0	0.5022686175283708
017fa7fa5ca764f1b912b4b1716adca5	1.0	0.5307585281077222
01817f56085e9e7bd456b9bbd83d4949	1.0	0.6877313993420844
0182c38705db3cff0999c887104ac561	1.0	0.66445707155632
0182f83df986f4976e64483d036e5a23	1.0	0.7523862369039446
018aa7f8bcee57bfc3f6170d1e6cd08d	1.0	0.38241250376400493
018b79c67575992edf59f4219fcf6c00	1.0	0.9105430760878025
018fb46979eaef202859956d5ccb905b	1.0	0.7163696967510206
01916180c3f68ec8f7d6e45854d3c538	1.0	0.396067652549323
0193c234e5f50e7ac6de3a3f58ff06aa	1.0	0.8645480715232469
0193d09a3d6c33f45cb526b4a58ea7e8	1.0	0.7870255307783585
019670b149319ad03bdc582b756c4e6b	1.0	0.8181273271106064
019b789789c1d477d8be1cc1714f56f2	1.0	0.7710425132764984
01a723850ff625fdee36e8bbc152e07e	1.0	0.8058718829506961
01ac61df8755dfef908abfe8205c3366	1.0	0.6271052484706698
01af8a9cde1c9cabf983548af2bd1297	1.0	0.8176964593051115
01b4f28fa3501fc7fafb18ab36bd91c9	1.0	0.8461476480203072
01ba2d5260f145c1fa720a8de256baae	1.0	0.8036059930406954
01bc2ec6f6d29236844d35d882dd4666	1.0	0.7959121592906274
01c2b1d55e780a2c20bd034899f316cf	1.0	0.6437704014255188
01c8296fe804297e97fbf2ce401aee3c	1.0	0.9306307874124295
01c884e8b82f7ce60305b875b54288dc	1.0	0.9435761273616806
01cb923edef75a7be9661a5ce91afe3c	1.0	0.7217245977830937
01cd98f00ff6183b6bf9e80cc257b08b	1.0	0.44294727332551864
01ce1366779bbe51e4d7a3fa53c8fead	1.0	0.6408592395752887
01cfc1c7572268b8cf638fa4120f0658	1.0	0.7308087189934515
01d068b5d8f3e85033450dda5cbf77c3	1.0	0.7651132438868767
01d41b07b04cb8208355f7c9567709b9	1.0	0.5995123145981915
01d7dc7007a12792601ab0b2231927f2	1.0	0.712073262763954
01d7f125cf5a4314befe1ab53f0fff58	1.0	0.6116607735024495
01d9a62f05d2e81f186bbe67dfeb502e	1.0	0.916851954071486
01dd727eb667cac794b69f25e5d611c6	1.0	0.5771416601368055
01e1b0b0145ff430c00348e89962d5f8	1.0	0.7315668268503231
01e2d286d0361edf8c62bc580d3baa18	1.0	0.9810344717299858
01e764266bc9007f2972c37a52a5629a	1.0	0.9184237165557434
01e96c7d44960f167c612b07d51e6392	1.0	0.7790966873117448
01ec1a320ffded6b2dd47833f2c8e4fb	1.0	0.8808822050071732
01ecfe002aa4654438a7a44292c9ed46	1.0	0.42529734795959906
01f0e31cbcdace11c619dcdd55add026	1.0	0.7298602177185759
01f1827a50c832866a5e454c2bcfbb4f	1.0	0.6265716892105786
01fb089a04602ebb35c1fc99e30cf05a	1.0	0.9741305541490959
02008897be0ccd3e70824cd614425101	1.0	0.771673776032321
0206a131ec5a914dd50b55f88b3be914	1.0	0.6773725504535661
020768edae0dddc1d9fa3f74f64f3dbd	1.0	0.5133018402565378
020c9932b6dfbb4bc7f0e7ecba26188f	1.0	0.7716555818780263
0211d1aee73e2cc5eb952aa32eafbf94	1.0	0.36898625241533944
02150fdd453d2a726a2f42bc38f94661	1.0	0.25450288056479975
0218bf21f156312bc32a6f1d7c5e2534	1.0	0.8325259449260836
0218dce29fa61820dac35f5cad6b3e6f	1.0	0.3174864974710523
021ac658c81e64160c16124db294c7d7	1.0	0.876380872933617
021fe3743f50c34292fbab9e185e27cd	1.0	0.8582275933693561
021ffb3b0c56a65537c0821e1d4b7bc0	1.0	0.6505868780030586
02205f3fcd3db4ec047c0b6d358205cc	1.0	0.6491719568569823
0221eb834fe0c69ed696a91e80bb60a2	1.0	0.6107950693954484
0223a9592bfaf2edce5a348a293c254b	1.0	0.9359034042365126
022906aa916fb7cc1b9afbd6c1ef850d	1.0	0.7845240024444559
022b1b83a690f8e72f7246e3b3f980a2	1.0	0.8296059260832328
022e926d019eb41669bd7306b3934516	1.0	0.8374243767186068
02305c6923e6a5bfa967af7c66544e69	1.0	0.78779944600673
0230d835e5b65d5d6f28066c7a2f3a46	1.0	0.5952698532844845
023320eb34f58f5ce0d1bb7ff5e14d48	1.0	0.6394116462196884
0235011dcffa7acd15029e9d6c9c491e	1.0	0.8983988611062766
024b2c16ae1af5433c238d7b331bf59c	1.0	0.6071955582312341
024b7f01a4d026e10e72f294d672a7b0	1.0	0.3917376653178451
024bab6b518b5593131eebe65c6511e5	1.0	0.7464171501057183
024ed00a53e577d78fd8daef52d941b0	1.0	0.537518797538033
024ef7b338a69cca204b4da3e5c59d57	1.0	0.6760165325868188
025b9af4569e945fca4647dd7c9967b2	1.0	0.49848690957215436
025bc94fda0c02b1d23e92ff7943477f	1.0	0.40759655021355057
025dabde48f60084f1a706cfcdd59872	1.0	0.7054062653689019
025dd54f7581ba79329a6c39c1f4fcb9	1.0	0.844899655317267
025e1bab11bbb70d9e900e7ca4519634	1.0	0.6123441689059889
025f6535878e5bb486ac3869e3c6e35a	1.0	0.7200313493437493
026410fe3f3f343a88ec39cd1ab881ac	1.0	0.6386641382209861
02651037306c57971dea2f24ec9be70f	1.0	0.6446818241961647
02675fc196354004ee8df9b17f9ef8bc	1.0	0.5896114237788687
026ee29e88fc843e80fe66c8fd1827af	1.0	0.723683905639584
027547cbd92fafd620864d0ea28cb136	1.0	0.7024881363922969
02777f3882c7243d6e69f97b8e3f0759	1.0	0.4424081814909741
027ebcfe1f609214a15d3f1273c2a44f	1.0	0.7904559774456129
02833ba58714ca12b511ac6942e5da6d	1.0	0.49882336977094843
0284125658521002d4417bac7b4e35eb	1.0	0.7807680232142188
028465a9bd7a17764e8ac87168f223bf	1.0	0.5371280143220067
0289c1389efc3451cf0c4138c483b653	1.0	0.9863131836295373
028a660265d7a528ca71dec906a197a1	1.0	0.858697281620077
028a72cc55a95b2b67fc0d5aee17954c	1.0	0.45996295228372824
028b3bda65353030365ba2b9c1da33d6	1.0	0.6140617455475604
028dbd9a960075b9ac7ba2f6cc1d8a77	1.0	0.6884052659835366
0295022405ac437e5d1fd63ac62255d0	1.0	0.8295238978719452
0295c82f29e4e5c42c6b927336cde14f	1.0	0.6240141151166068
029a52ae44e342afe90515210de61636	1.0	0.6334065450066494
029ac34f4288efbee2c19d7aa8dfff48	1.0	0.5094673698574239
02a4928ec0658931b1c54e4dead28c39	1.0	0.5914097994542518
02a765c7f623e37bb80f0fb230ef773d	1.0	0.763711583898549
02a81a72b4d4ede89b5e3608c1eaea26	1.0	0.33698813618516604
02a8b7d6371523024a1c4e7b348c1129	1.0	0.6388105217968564
02ad0913cb5ae3f859299aacf4b54889	1.0	0.4094290700846274
02af8c12b0a91b1050dde18feb3e81a3	1.0	0.47966573362615644
02b6c0dac439b8c8239e4d4bde32cad2	1.0	0.8188150405226297
02bc78f8e51438dffc7d05228a20ef4f	1.0	0.6310511504253331
02bcaceefff7624b6f7402ead2745855	1.0	0.5666201799484988
02be3a1e318b614544b61e28b8886db7	1.0	0.488594857784667
02c227ed0402d9236f274877afa75592	1.0	0.7652544409933387
02c41646a00d0511b05e21230327a6c7	1.0	0.8216385092988027
02c446379307c995cee43bf1c4128240	1.0	0.7107564086663483
02c578390f5519a8c84191c03ff4208d	1.0	0.9050971266895892
02c69a6f49e9c03c0143b31b1b5bb390	1.0	0.35982428965361085
02d3cf4e49cfdf5961719407ed971583	1.0	0.6034533060544296
02d5c0e64b118ea6baa44a04ffe27bc4	1.0	0.7398511495176108
02db340ba5ea3609b61e44c6f506400c	1.0	0.9488428998951417
02de812bf611360abaad39849a359c70	1.0	0.6635250564155687
02e16eded9991c110147942ffbfe86db	1.0	0.6445326821984609
02e1e1d374f7bfb680f37567fd2ed1a2	1.0	0.6666412462794069
02e590a8e519dd9a0551bdfe0d7c2b83	1.0	0.6603238149505559
02e7213954cfeee61be96f8e8c72d13a	1.0	0.5503945634943079
02e934c5d84f14b6ec06ced181697609	1.0	0.46881880644702706
02f0892ff2c7640ea91dcb916ac40a9f	1.0	0.3059185203990076
02f6c91ef77b301085298cb15c38f1ce	1.0	0.6322242261422175
02f741c3250122109f21f03c63999a46	1.0	0.5371098741280359
02f9344ebaafbaadddb7ee1c9ab48b59	1.0	0.5425756038651782
02f9d30cca011ac11bdd69ce36e0cbdf	1.0	0.5004249654942873
02fa858a3e4427534d907f20b233b34b	1.0	0.9192178364493313
0305f2fd855382a0c2f633cca6c628d8	1.0	0.46575705686633473
030a5a28fb97fa10de5ffb455bddd3d3	1.0	0.762430157965554
0313a12accd780d8528560a0837a84ec	1.0	0.6774735186649492
0316c55eb991aee9d8c498c243046a70	1.0	0.6326321448244984
031f88f8dcc15ebf6337be359387e963	1.0	0.9151669819975264
03219694b07289f1ea2066d182928c2d	1.0	0.8367222897951164
03304abe8e9e442a9fcc89dfdc57da5f	1.0	0.4637662803405123
0337026c9f03bf5aa2ea143b6b67f780	1.0	-0.017774991917960753
033b03b4167495487d63d59195b1b580	1.0	0.49915836695612675
033b89778e6761982839f73fe0211a99	1.0	0.7791627614336712
033b8a95b19737cd8cd506dfae28dd7c	1.0	0.9826924120522683
033cf640dfa6f85eb146c39787289628	1.0	0.7103359825990586
0342237263f602371af43c7b51d04e59	1.0	0.7252223663317914
0355718bf229620091eacd5b03b58372	1.0	0.5553229563154418
03562768af04497c4401575343bb0faa	1.0	0.5870394564152343
035b2a5eadbabe356e44a7aff09868c8	1.0	0.08998520509690991
035b2fc8108f34df7c565225688c4468	1.0	0.5186747352341851
035edb81606e87f2bf4da6eb85fdbddf	1.0	0.6313223376183129
035fc00d230a709039cd941173bc22c5	1.0	0.9618729754829716
0363f400e066eba65439207fb0c2942f	1.0	0.7688290827547066
0368b91b3f6bee945b05af7625f67156	1.0	0.5044401221792351
036c2bf0bc7678eefc3ab6bb3fa0a247	1.0	0.8774199454557212
037039f223e4a37c9e7242461fe07500	1.0	0.8622393683332307
03721fc7a597014a9d07ab368a224a34	1.0	0.24928018607333274
0374fbfa9ac3d766410a6b895e7f5af2	1.0	0.04713267840643727
0375848adad49daf90354ceca0a0b33e	1.0	0.5202123462756212
03779346150e8443bd62852f3ebb1f27	1.0	0.43604670884413155
0379cfdfaed7d5fee0930b57f9e2eca2	1.0	0.8865760317161343
037aa506d81cbfe8acc46dc7ec619d27	1.0	0.5293629763835636
037b685ef70aa48d12902df3bfae6a44	1.0	0.3771807373994574
037d5bacba5e038b283b1ba62386bb81	1.0	0.42095425665911584
037e7cd688855b0bd19fd6da6db04d81	1.0	0.7372088357809085
03820db43c04959f4400ca5ed17ff6e4	1.0	0.6880718708831218
03828c7bf12b37b3b7599ed3755c1db6	1.0	0.9430130738095275
0382d1ae7bd5f5176e3471516c7331ff	1.0	0.8527961278349137
03834080338ad116dc0ca8d7d6bcf149	1.0	0.5222126214819778
038588a5efeb3c60987244e7c431e9c7	1.0	0.8149962321770017
038ddd95844c04379b11e5acd5deb7a9	1.0	0.583808741805872
03920c5cb65a9a88e5fb6193cebf8c0c	1.0	0.8104870489369531
03922f749d25ca2d5c0a9751b4ac59df	1.0	0.8817593649325025
0392eaea88b08f7a342e9d341fc00ac1	1.0	0.5827010814188462
03930828debe1891d72c89a600304fcb	1.0	0.6572790994024857
03948974eac7d1598f96b4345e895733	1.0	0.7336382218520123
0398ca4d45cba3355c3e2c7522e9727d	1.0	0.5162476427464467
0399753f886d83e3c95108066a1a18ef	1.0	0.4324995863427526
039a364ef2ba9bd8edd9ac10e612a34e	1.0	0.929949723832739
03a1e688e6642781846031e11408e877	1.0	0.661747646838994
03aa929929dd591edc22790be90cfcf6	1.0	0.9396204560062789
03b3c5fda2bc037a24af10ba693b7906	1.0	0.4014452532688863
03b9b7c54a6b501b70bb5b75c855e0b5	1.0	0.5800960711861192
03bfa600067ef90b43a4cd2682f01900	1.0	0.83719896521097
03bfd9b23896a0acb9b4f4053a339ac3	1.0	0.8278549852666202
03c0a77e770223a4ceb5f0642a7eb153	1.0	0.8333258591156614
03c4841b4f0b711f5100ca52bedd7fb6	1.0	0.5489903450024447
03c4f53358b479ba681241ce7f634d97	1.0	0.7461134216857122
03c81155592bade43dad1bc29ac0320d	1.0	0.7391069262296724
03c8999bf3bebba809ce3f4512d898f3	1.0	0.5857571601549765
03c981e5d029733addeb9b88e180db46	1.0	0.9768294829645816
03cbf19978db75431344ff8f32a7e3ad	1.0	0.029400224072809057
03d442c044f38a4393b61deebd1a8f9d	1.0	0.7416552427851433
03d5aa70742d45462deddc60d72136b7	1.0	0.8694704505658741
03d67c85c2653b0e922cd8db1b8071ed	1.0	0.15624169503808827
03da1db582de46c2f8f56d597dae1a7b	1.0	0.5980669867857078
03eaa6cc3ecddce56c724b16d563a4a6	1.0	0.9648345676183153
03ee3491e69b0c9f1171edcdd3d74446	1.0	0.6362820512064876
03f583ccf2b02c1879a900041f873618	1.0	0.45592621880632
03f6a7f93589221a5e201db454b67ca0	1.0	0.7268862302632196
040c2991be7090b852a701674e0dbdd4	1.0	0.534007276094875
040e02a29148d0fcda6a52647dfd2c03	1.0	0.4139778570351208
040f5c496c3d5689778851d20d87b85c	1.0	0.5948060461499773
04118dee295b64ec2e8f50e641c1c230	1.0	0.5619867586154191
0412ff2f9ef6dcf3d988a030266c0db4	1.0	0.5618285060384154
0415b4b79e1c03a709e934cd37251b31	1.0	0.9369681917786327
041ae1de5321ede23f28a0ba7d368ce3	1.0	0.5349588682381434
041ba5dcd2a9bc48d038bcbada2a0ba3	1.0	0.6093593204868177
041e0db1784cf2c37d7c015db9fb31d1	1.0	0.3648012049386688
04296c820a074a574d3273a40f19e0f4	1.0	0.7440513377349582
042c090991cec54fd673c55e18282621	1.0	0.5457599231483712
042dfa99dd0ca68c865d6a6d68892330	1.0	0.8337806581642105
042ec3a109146c8e288a9ef0b1b89659	1.0	0.8206658857921505
04303dd2668c9b9994a2cee403cda133	1.0	0.7471652319148762
0430d219a7a58a830352948750ff1276	1.0	0.09635252344721054
0436b0f1d4ffcd8a39ba974be47a84cc	1.0	0.5110478227272394
043aaead0327c3c463d1ef47a8cea011	1.0	0.553081527340222
0441384f8318cd4f7cc058e2be149b50	1.0	0.48157174623204096
0441deec21214ebc60c13f41ac8ab06c	1.0	0.715255222004568
04449a397a40fb90859c1428523e1d6f	1.0	0.46403385231747313
0446f7b462ba18d5a03343c2d844538d	1.0	0.6532048382197487
044746c3bf71c2585571d518d1444ed0	1.0	0.7098046497489094
04496ff9a56f329523b595ddc0d374de	1.0	0.7441629380644917
044a42cda7f6111263183999dd69860e	1.0	0.6159038440711058
044bf44c742cdaedd413c96f807779f2	1.0	0.5070562671502405
044c8520bfa650044790c6ae53520e33	1.0	0.6563100394516659
044e2ba1993066dddafdec9caac8045b	1.0	0.39453434153950556
044f3745d0d7cd12059b567309a98bc1	1.0	0.4141264250951803
0452775e5c9dc326d5f0f3526c9fe473	1.0	0.8139192503409839
04537514f8c184c9ecf6ada23669aa77	1.0	0.7488798015385435
045407af71cbbefa6fe8eb3f284c04d5	1.0	0.7345908961195929
0455148d78138a7bc411e9ac52c5a94b	1.0	0.3622701563234982
045fe35854be01e885d95f96813eaa88	1.0	0.783829587099986
04604be16685fa452da6b61472fdc9a6	1.0	0.6333920750509263
0463195008e097e167d15e3e7b98a9f1	1.0	0.6001932615937097
04657aee7cd4e53f207e1bcb135d3b24	1.0	0.805023697959547
04691c22c28efcda714de827f54bb441	1.0	0.624723939347375
046a8c89f17fa31669927816385ef84b	1.0	0.7204544190036283
046b8e95ada970946b1946e00237eb52	1.0	0.6488012444424379
046c737f37226cbcbe684739364459f8	1.0	0.5445511433285471
046f761c04a73d4eb65f0f8684bdaa8b	1.0	0.622031709132811
04711383fe8b4581c19f3b3088bc0817	1.0	0.7469812330168747
0471872d7d245e17e11203d61b22c765	1.0	0.6197660247509118
0472261b7384c1e15a7606a47e5f7aca	1.0	0.8215378135774912
0483120feaa650057b0384b4ecd60806	1.0	0.6495824042119157
0483dea5b96c4ac0f3fdd4e6eb58f797	1.0	0.6376483190609992
04895f9c259d0d2704def2d516359ca9	1.0	0.465221305765282
048edb612d90f7e7030dcc08e91c9f94	1.0	0.695103810705411
0499f89fbcfd73f2b93d114e23bd87c2	1.0	0.6891973036148535
04a4aff56771344f114e196ba65a960e	1.0	0.9599685603984018
04a7e2cbfa62bbdc29ee9dfe04f396e3	1.0	0.3020821361952245
04af293c5b10c62b22a9a627dbafbc02	1.0	0.5511669653095864
04af458a95409fda938a6c1a4c4f1296	1.0	0.648641115795833
04b7d8bb5fd1451e976675fd9db7d841	1.0	0.6100762291271088
04ba93486bdf1650816fedb4c9455da9	1.0	0.5546175753831456
04badf736f30b49ece54db59eb091cac	1.0	0.8313765957163165
04bbadd525a062622b18b7d42edd8619	1.0	0.6948449543622917
04bc111883ee00ee0c03b52224407e30	1.0	0.624117222360417
04bca289777e12b3ef10e336ce3d034e	1.0	0.782253634205827
04bce5bc917fdd26dd97778017a10039	1.0	0.7343068481052085
04bdb2340a3975156f245fdef5636100	1.0	0.48379533675420866
04bdb74c33d3fa1bd9e180ce29e975ab	1.0	0.6412836508443029
04bf47ef09f134dfa337cdd0969f3494	1.0	0.454629418844545
04bfbd5ca408b31b04882549c8b342cd	1.0	0.39827956710306966
04c132a470a2cbf0e9c485dc44612d02	1.0	0.646980536935858
04c2a0c0624132357eb76d7660cd0e30	1.0	0.6699578568920036
04c657bba542637d3c6ed240bc29de29	1.0	0.7535384986213862
04c9e0602d1488f9b32da284aaf42c3b	1.0	0.6374867725775424
04d17b51338748fca478e90ae899e137	1.0	0.5650495883353206
04d333c960b4869fdc0eecdfb636be73	1.0	0.502886915900507
04d37c3a2bbf2d956247a6f87c4c41ad	1.0	0.6323152850305879
04d58f0fa24cf4d5940748263b19d05d	1.0	0.6713848452505663
04db91be7f13d3e7bd98fe7b29463813	1.0	0.8322790932081672
04df1b6ed3bfcde80d50cfd95b781fad	1.0	0.39615162336873305
04e5a383d655e89e1c430de70b2dd5ec	1.0	0.6059984634963429
04eea5d1fb8a60878c357fd79f93de07	1.0	0.7302233029605258
04ef4d49af9b723c06dc4e2f2b846a05	1.0	0.06634068202080304
04f119e86386e2b94f271645e35bc472	1.0	0.5088402302952993
04f2ac1d98dfe4a203136b2a45f39d3a	1.0	0.5151046171265563
04f79d66f2412a058005ae5a62f13056	1.0	0.7065220528226964
04f89fbff40bb0fd73dde61a6dfbbba3	1.0	-0.1741858592767967
04f8d539002b098423d3a13287f631aa	1.0	0.5985501808900084
04f9f46573443dc45026fcb2f32469ed	1.0	0.8250526136349683
04fa8ddf76452f01b245278feef95454	1.0	0.5258426965040658
050557b35769c704c2e82a84c6924ede	1.0	0.9380867246600817
0506638a1ed4e35e16e2328e19dac598	1.0	0.9356223815477712
0509720b7b7f71169d9e40efa851a8c5	1.0	0.9413153622353446
050a9f9f0fceaaceb437c1c742272f1b	1.0	0.7213347994180181
050cb5c16aa79b0918e03b961120d994	1.0	0.6699179830757761
05131cdce551ff59f1b4ba0587051cf8	1.0	0.9677363343021237
05157bb3ad4c5e2ede17316b6ea145cd	1.0	0.8817011043724542
051757233b796cba8980ec0f74bdcc29	1.0	0.6220793082144903
051b2dcca8011eb95076e32aebd66dbf	1.0	0.14531263164298955
05280b703beb69177aace4751f073988	1.0	0.2421253740047559
052a2eb21f5129b4b79c8b009f2c00ec	1.0	0.7445079555061224
052ac7924fa91952f9c75e2d6f28c16c	1.0	0.73336080918338
052d877222e4ddb110e2c0b2d2f7d9fc	1.0	0.748253728845084
0532718c529d08008ce1d18d04839097	1.0	0.49781190758807314
053f23114ae1c4242618d9c4315a11af	1.0	0.7883074763756299
05404f03966d297d7492d2b999e151d8	1.0	0.7230812568036459
0540540776ad4975f4c70fd62a466a1c	1.0	0.327986244428846
05408d3c2723a38edcec464998390a89	1.0	0.7877180116763977
054cb8dec88acc15db27c1b7e9f95196	1.0	0.7224170408590821
055214d6be4c2c43d0dd1505b25d43f2	1.0	0.4931761239965813
05559047efcb13d6d89562d980dc552f	1.0	0.7478232028825561
055787669914370b83096bba9cff69c0	1.0	0.6474376708979057
055c32e15196addefe100b12d43a5a8f	1.0	0.47527098959789665
055cabadbf7791d95ae41354cd09e180	1.0	0.8525452958270519
055ed8852c542bad6f56695f575ea3b2	1.0	0.6787391513202039
056d134f0c7fed358a8ccd29e786386a	1.0	0.42010211525503066
056d4da502c16277b87d911f7ae2dedf	1.0	0.6258117241340918
05743b68e51d11ec7d1ff36878380d0a	1.0	0.5898522571747038
057d75fdac31561b18f918b63592ba65	1.0	0.6761319251399578
058133c9aa9ac337d527dc8c02d31e85	1.0	0.9317121246180834
05821d913a84dd08292f36864540b969	1.0	0.36869021751070974
0585473ccc119731fa8968acf8f52c66	1.0	0.6223188246715506
0586e7c373384e5ed880c5a19360c4e4	1.0	0.7662539508669548
0586f608c4a9dd85274f3dd03a3267f1	1.0	0.6918814122590982
058b775eda344525aed5d0fdd4e8c2ca	1.0	0.33038276280907364
058f9fec8edd708ce7997043be65b740	1.0	0.7935384611069103
059224e4ca7a5930e35f1fdcc1b02586	1.0	0.5053310190181547
059432e8e681a95310621f4c5455ec4f	1.0	0.1337912992227127
